name_linkedin,title,company,person_location,linkedin_url,source_linkedin,full_name_normalized,name_pubmed,paper_title,publication_year,source_pubmed,company_industry,company_size,company_hq_location,company_website,company_enriched,funding_stage,last_funding_year,is_funded,person_country,company_hq_country,location_type,location_enriched,business_email,phone_number,email_domain,contact_enriched
,,,,,,luis fernando lópez-lara,Luis Fernando López-Lara,Liposomal nanomedicine in Cancer therapy: advances in drug delivery.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,luis seabra,Luis Seabra,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,lukas moesgaard,Lukas Moesgaard,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,lukasz s wylezinski,Lukasz S Wylezinski,Multiple sclerosis risk stratification and healthcare cost prediction using machine learning.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,lushuai jin,Lushuai Jin,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,luyuan guo,Luyuan Guo,Integrated network pharmacology and experimental validation reveal ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,lívia carvalho sette abrantes,Lívia Carvalho Sette Abrantes,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,lívya alves oliveira,Lívya Alves Oliveira,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,madoka matsuya,Madoka Matsuya,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maha m azzam,Maha M Azzam,Ketogenic diet attenuates high fat diet induced obesity in rats: insights into hepatic and intestinal tissues.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mahmoud abdelnaser,Mahmoud Abdelnaser,Apremilast ameliorates methotrexate-induced renal injury in rats: role of TLR4/NF-κB/P38 MAPK/caspase-3 and Nrf2/HO-1 signaling pathways.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maja malakhova,Maja Malakhova,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,malak jaber,Malak Jaber,Effect of single binge alcohol consumption on alcohol-naïve and -exposed drinking mouse models.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mamoon ur rasheed,Mamoon Ur Rasheed,Development and Characterization of Dual-Functional Polymeric Hydrogels: A Sustainable Approach for Drug Delivery and Antimicrobial Applications.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,manuel r sanchez,Manuel R Sanchez,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marc j zuckerman,Marc J Zuckerman,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marcel van gerven,Marcel van Gerven,Leveraging spatial cues from cochlear implant microphones to efficiently enhance speech separation in naturalistic listening scenes.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marcela a cucher,Marcela A Cucher,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marcela villota-rivas,Marcela Villota-Rivas,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marcia regina von zeska kress,Marcia Regina von Zeska Kress,Optimizing photopollution assessment: Insights from a reconstructed human epidermis model.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marco gattorno,Marco Gattorno,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,margarita shleeva,Margarita Shleeva,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maria da graça landim bravo,Maria da Graça Landim Bravo,Optimizing photopollution assessment: Insights from a reconstructed human epidermis model.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maria elena bottazzi,Maria Elena Bottazzi,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maria kornienko,Maria Kornienko,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maria stanzione,Maria Stanzione,Impact of HDV infection on post-transplant outcomes in patients transplanted for HBV-related liver disease: results from a multicenter cohort study in Southern Italy.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maria tsoukas,Maria Tsoukas,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mariantonietta pisaturo,Mariantonietta Pisaturo,Impact of HDV infection on post-transplant outcomes in patients transplanted for HBV-related liver disease: results from a multicenter cohort study in Southern Italy.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marie wislez,Marie Wislez,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marie-louise frémond,Marie-Louise Frémond,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,marina zaychikova,Marina Zaychikova,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mario iza-arteaga,Mario Iza-Arteaga,,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mark a randolph,Mark A Randolph,Establishing a Swine Model to Study Whole Eye Transplant Dynamic Preservation and Transplantation.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mark cahill,Mark Cahill,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,markus a rose,Markus A Rose,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,martin wetzke,Martin Wetzke,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mary brennan,Mary Brennan,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mary e lohman,Mary E Lohman,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maryam aftab,Maryam Aftab,Development and Characterization of Dual-Functional Polymeric Hydrogels: A Sustainable Approach for Drug Delivery and Antimicrobial Applications.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maría luisa matoses ruipérez,María Luisa Matoses Ruipérez,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,masakazu abe,Masakazu Abe,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mathew baldwin,Mathew Baldwin,Geno-pheno characterization of crop rhizospheres: an integrated Raman spectroscopy and microbiome approach in conventional and organic agriculture.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matteo clemot,Matteo Clemot,Topological Autoencoders++: Fast and Accurate Cycle-Aware Dimensionality Reduction.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthew b bratton,Matthew B Bratton,"Periosteal Osteosarcoma: Emerging Clinical Concepts, Evolving Treatment Options: A Narrative Review.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthew campbell,Matthew Campbell,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthew knapp,Matthew Knapp,Extracorporeal management of severe methotrexate toxicity and acute kidney injury in the absence of glucarpidase.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthew o'riordan,Matthew O'Riordan,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthew s gentry,Matthew S Gentry,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthew s lawrence,Matthew S Lawrence,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,matthias griese,Matthias Griese,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maud tusseau,Maud Tusseau,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mauricio andrés salinas-santander,Mauricio Andrés Salinas-Santander,Liposomal nanomedicine in Cancer therapy: advances in drug delivery.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mauro giacca,Mauro Giacca,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,maxime jeljeli,Maxime Jeljeli,Establishing a Swine Model to Study Whole Eye Transplant Dynamic Preservation and Transplantation.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mazda farshad,Mazda Farshad,Accuracy of Augmented Reality Navigation Versus Freehand Pedicle Screw Placement.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,megan gremillion,Megan Gremillion,Efficacy and Emerging Role of Suprascapular Nerve Block for Pain Management after Shoulder Surgeries.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,megumi mizushima,Megumi Mizushima,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,megumi narumi,Megumi Narumi,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,melina i manolas,Melina I Manolas,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,melissa ma,Melissa Ma,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,miaofen fang,Miaofen Fang,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael alperovich,Michael Alperovich,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael aschner,Michael Aschner,"The Effects of Lead, Cadmium and Arsenic Exposure Alone or in Combination on Neurotoxicity Through Neural Signaling Pathways.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
Michael Brown,VP Toxicology,Innovate Bio,Basel Switzerland,https://linkedin.com/in/michaelbrown,LinkedIn,michael brown,,,,,biotech/pharma,unknown,,,True,unknown,,False,Switzerland,,unknown,True,,,,False
,,,,,,michael d gregory,Michael D Gregory,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael d yi,Michael D Yi,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael diluna,Michael DiLuna,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael e symonds,Michael E Symonds,"Comparative Efficacy of Different Exercise Interventions on Intrahepatic Lipid Content, Glucose Homeostasis, and Liver Function in Adults With and Without Nonalcoholic Fatty Liver Disease: A Systematic Review With Pairwise and Network Meta-Analyses.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael heisler,Michael Heisler,The Efficacy and Safety of Serratus Anterior Plane Block for Pain Management in Patients with Rib Fractures: a Narrative Review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael henrickson,Michael Henrickson,Hepatic Manifestations in Systemic Juvenile Idiopathic Arthritis and Macrophage Activation Syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael j starns,Michael J Starns,"Periosteal Osteosarcoma: Emerging Clinical Concepts, Evolving Treatment Options: A Narrative Review.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael king-yung chung,Michael King-Yung Chung,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael rostás,Michael Rostás,Genome-wide identification of genes involved in beetle odoriferous defensive stink gland function recognizes Laccase2 as the phenoloxidase responsible for toxic para-benzoquinone synthesis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michael von rhein,Michael Von Rhein,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,michel adamina,Michel Adamina,IL-6/GP130/JAK/STAT3 Pathway Activation in Pancreatic Ductal Adenocarcinoma and Its Association With Clinical Features: Protocol for a Retrospective Cross-Sectional Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,miguel ganuza,Miguel Ganuza,HSC-independent and -dependent hematopoiesis: new insights and lineage tracing methods.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mikhail fursov,Mikhail Fursov,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,min he,Min He,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,min lin,Min Lin,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,min zhu,Min Zhu,Differential Functions of Membrane-bound and Soluble TNF-α in Regulating Trophoblasts Invasion and Migration.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mina ezzat attya,Mina Ezzat Attya,Apremilast ameliorates methotrexate-induced renal injury in rats: role of TLR4/NF-κB/P38 MAPK/caspase-3 and Nrf2/HO-1 signaling pathways.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ming li,Ming Li,Circadian disruption aggravates non-alcoholic fatty liver disease by activating RIPK1-RIPK3-MLKL axis in mice.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,minghua xie,Minghua Xie,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mingxin lin,Mingxin Lin,Differential Functions of Membrane-bound and Soluble TNF-α in Regulating Trophoblasts Invasion and Migration.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,minwoo kim,Minwoo Kim,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,misha haq,Misha Haq,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mohamed el-kassas,Mohamed El-Kassas,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mohamed fathi saleh,Mohamed Fathi Saleh,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mohamed h eldesouki,Mohamed H Eldesouki,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mohammad alnatoor,Mohammad AlNatoor,Effect of single binge alcohol consumption on alcohol-naïve and -exposed drinking mouse models.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mohammed abusuliman,Mohammed Abusuliman,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,molly byrne,Molly Byrne,"""You just forget about preeclampsia and move on"" -awareness of chronic disease risks and follow-up preferences after preeclampsia in Ireland: a national qualitative study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,momoko yoshimoto,Momoko Yoshimoto,HSC-independent and -dependent hematopoiesis: new insights and lineage tracing methods.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mona a ali,Mona A Ali,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,montse gispert-saüch,Montse Gispert-Saüch,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,morten hostrup,Morten Hostrup,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,mousa khalafi,Mousa Khalafi,"Comparative Efficacy of Different Exercise Interventions on Intrahepatic Lipid Content, Glucose Homeostasis, and Liver Function in Adults With and Without Nonalcoholic Fatty Liver Disease: A Systematic Review With Pairwise and Network Meta-Analyses.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,muhammad a salisu,Muhammad A Salisu,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,muhammad bilal habib,Muhammad Bilal Habib,Development and Characterization of Dual-Functional Polymeric Hydrogels: A Sustainable Approach for Drug Delivery and Antimicrobial Applications.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,muhammad kamran,Muhammad Kamran,Development and Characterization of Dual-Functional Polymeric Hydrogels: A Sustainable Approach for Drug Delivery and Antimicrobial Applications.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,murad alam,Murad Alam,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,musa dan'azumi isah,Musa Dan'azumi Isah,Genome-wide identification of genes involved in beetle odoriferous defensive stink gland function recognizes Laccase2 as the phenoloxidase responsible for toxic para-benzoquinone synthesis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,myrielle dupont-rouzeyrol,Myrielle Dupont-Rouzeyrol,Development of a competition assay to assess the in vitro fitness of dengue virus serotypes using an optimized serotype-specific qRT-PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nada f abo el-magd,Nada F Abo El-Magd,Ketogenic diet attenuates high fat diet induced obesity in rats: insights into hepatic and intestinal tissues.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nadhirah mohamad zain,Nadhirah Mohamad Zain,Development and Characterization of Dual-Functional Polymeric Hydrogels: A Sustainable Approach for Drug Delivery and Antimicrobial Applications.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nadia nathan,Nadia Nathan,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,naim alkhouri,Naim Alkhouri,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nancy allbritton,Nancy Allbritton,An,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,naseer ali shah,Naseer Ali Shah,Development and Characterization of Dual-Functional Polymeric Hydrogels: A Sustainable Approach for Drug Delivery and Antimicrobial Applications.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,natalie hudson,Natalie Hudson,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,natasha ratnapradipa,Natasha Ratnapradipa,Isoform-specific vs. pan-histone deacetylase inhibition as approaches for countering glioblastoma: an ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nathalie jette,Nathalie Jette,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,navin bhatt,Navin Bhatt,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nayara fernanda tokashike de araújo,Nayara Fernanda Tokashike de Araújo,Optimizing photopollution assessment: Insights from a reconstructed human epidermis model.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nehal m ramadan,Nehal M Ramadan,Ketogenic diet attenuates high fat diet induced obesity in rats: insights into hepatic and intestinal tissues.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ngar-woon kam,Ngar-Woon Kam,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
